,pokedex_number,name,japanese_name,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,percentage_male,experience_growth,capture_rate,classfication,base_egg_steps,base_happiness,base_total,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,generation,is_legendary,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water
608,609,Chandelure,Chandelaシャンデラ,60,55,90,145,90,80,34.3,1.0,50.0,1059860,45,Luring Pokémon,5120,70,520,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
609,610,Axew,Kibagoキバゴ,46,87,60,30,40,57,18.0,0.6,50.0,1250000,75,Tusk Pokémon,10240,35,320,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,611,Fraxure,Onondoオノンド,66,117,70,40,50,67,36.0,1.0,50.0,1250000,60,Axe Jaw Pokémon,10240,35,410,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,612,Haxorus,Ononokusオノノクス,76,147,90,60,70,97,105.5,1.8,50.0,1250000,45,Axe Jaw Pokémon,10240,35,540,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,613,Cubchoo,Kumasyunクマシュン,55,70,40,60,40,40,8.5,0.5,50.0,1000000,120,Chill Pokémon,5120,70,305,"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
613,614,Beartic,Tunbearツンベアー,95,130,80,70,80,50,260.0,2.6,50.0,1000000,60,Freezing Pokémon,5120,70,505,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
614,615,Cryogonal,Freegeoフリージオ,80,50,50,95,135,105,148.0,1.1,0.0,1000000,25,Crystallizing Pokémon,6400,70,515,['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
615,616,Shelmet,Chobomakiチョボマキ,50,40,85,40,65,25,7.7,0.4,50.0,1000000,200,Snail Pokémon,3840,70,305,"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,617,Accelgor,Agilderアギルダー,80,70,40,100,60,145,25.3,0.8,50.0,1000000,75,Shell Out Pokémon,3840,70,495,"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,618,Stunfisk,Maggyoマッギョ,109,66,84,81,99,32,11.0,0.7,50.0,1000000,75,Trap Pokémon,5120,70,471,"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
618,619,Mienfoo,Kojofuコジョフー,45,85,50,55,50,65,20.0,0.9,50.0,1059860,180,Martial Arts Pokémon,6400,70,350,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
619,620,Mienshao,Kojondoコジョンド,65,125,60,95,60,105,35.5,1.4,50.0,1059860,45,Martial Arts Pokémon,6400,70,510,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620,621,Druddigon,Crimganクリムガン,77,120,90,60,90,48,139.0,1.6,50.0,1000000,45,Cave Pokémon,7680,70,485,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,622,Golett,Gobitゴビット,59,74,50,35,50,35,92.0,1.0,0.0,1000000,190,Automaton Pokémon,6400,70,303,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
622,623,Golurk,Goloogゴルーグ,89,124,80,55,80,55,330.0,2.8,0.0,1000000,90,Automaton Pokémon,6400,70,483,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
623,624,Pawniard,Komatanaコマタナ,45,85,70,40,40,60,10.2,0.5,50.0,1000000,120,Sharp Blade Pokémon,5120,35,340,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
624,625,Bisharp,Kirikizanキリキザン,65,125,100,60,70,70,70.0,1.6,50.0,1000000,45,Sword Blade Pokémon,5120,35,490,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
625,626,Bouffalant,Buffronバッフロン,95,110,95,40,95,55,94.6,1.6,50.0,1000000,45,Bash Buffalo Pokémon,5120,70,490,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
626,627,Rufflet,Washibonワシボン,70,83,50,37,50,60,10.5,0.5,100.0,1250000,190,Eaglet Pokémon,5120,70,350,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
627,628,Braviary,Warrgleウォーグル,100,123,75,57,75,80,41.0,1.5,100.0,1250000,60,Valiant Pokémon,5120,70,510,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
628,629,Vullaby,Valchaiバルチャイ,70,55,75,45,65,60,9.0,0.5,0.0,1250000,190,Diapered Pokémon,5120,35,370,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
629,630,Mandibuzz,Vulginaバルジーナ,110,65,105,55,95,80,39.5,1.2,0.0,1250000,60,Bone Vulture Pokémon,5120,35,510,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,631,Heatmor,Kuitaranクイタラン,85,97,66,105,66,65,58.0,1.4,50.0,1000000,90,Anteater Pokémon,5120,70,484,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
631,632,Durant,Aiantアイアント,58,109,112,48,48,109,33.0,0.3,50.0,1000000,90,Iron Ant Pokémon,5120,70,484,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
632,633,Deino,Monozuモノズ,52,65,50,45,50,38,17.3,0.8,50.0,1250000,45,Irate Pokémon,10240,35,300,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,634,Zweilous,Diheadジヘッド,72,85,70,65,70,58,50.0,1.4,50.0,1250000,45,Hostile Pokémon,10240,35,420,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,635,Hydreigon,Sazandoraサザンドラ,92,105,90,125,90,98,160.0,1.8,50.0,1250000,45,Brutal Pokémon,10240,35,600,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,636,Larvesta,Merlarvaメラルバ,55,85,55,50,55,60,28.8,1.1,50.0,1250000,45,Torch Pokémon,10240,70,360,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
636,637,Volcarona,Ulgamothウルガモス,85,60,65,135,105,100,46.0,1.6,50.0,1250000,15,Sun Pokémon,10240,70,550,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
637,638,Cobalion,Cobalonコバルオン,91,90,129,90,72,108,250.0,2.1,0.0,1250000,3,Iron Will Pokémon,20480,35,580,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
638,639,Terrakion,Terrakionテラキオン,91,129,90,72,90,108,260.0,1.9,0.0,1250000,3,Cavern Pokémon,20480,35,580,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
639,640,Virizion,Virizionビリジオン,91,90,72,90,129,108,200.0,2.0,0.0,1250000,3,Grassland Pokémon,20480,35,580,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
640,641,Tornadus,Tornelos (keshin Forme)トルネロス,79,100,80,110,90,121,63.0,1.5,100.0,1250000,3,Cyclone Pokémon,30720,90,580,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
641,642,Thundurus,Voltolos (keshin Forme)ボルトロス,79,105,70,145,80,101,61.0,1.5,100.0,1250000,3,Bolt Strike Pokémon,30720,90,580,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,643,Reshiram,Reshiramレシラム,100,120,100,150,120,90,330.0,3.2,0.0,1250000,3,Vast White Pokémon,30720,0,680,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
643,644,Zekrom,Zekromゼクロム,100,150,120,120,100,90,345.0,2.9,0.0,1250000,3,Deep Black Pokémon,30720,0,680,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,645,Landorus,Landlos (keshin Forme)ランドロス,89,145,90,105,80,91,68.0,1.5,100.0,1250000,3,Abundance Pokémon,30720,90,600,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
645,646,Kyurem,Kyuremキュレム,125,120,90,170,100,95,325.0,3.0,0.0,1250000,3,Boundary Pokémon,30720,0,700,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
646,647,Keldeo,Keldeo (itsumo No Sugata)ケルディオ,91,72,90,129,90,108,48.5,1.4,0.0,1250000,3,Colt Pokémon,20480,35,580,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
647,648,Meloetta,Meloetta (step Forme)メロエッタ,100,128,90,77,77,128,6.5,0.6,0.0,1250000,3,Melody Pokémon,30720,100,600,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
648,649,Genesect,Genesectゲノセクト,71,120,95,120,95,99,82.5,1.5,0.0,1250000,3,Paleozoic Pokémon,30720,0,600,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
649,650,Chespin,Harimaronハリマロン,56,61,65,48,45,38,9.0,0.4,88.1,1059860,45,Spiky Nut Pokémon,5120,70,313,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
650,651,Quilladin,Hariborgハリボーグ,61,78,95,56,58,57,29.0,0.7,88.1,1059860,45,Spiny Armor Pokémon,5120,70,405,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
651,652,Chesnaught,Brigarronブリガロン,88,107,122,74,75,64,90.0,1.6,88.1,1059860,45,Spiny Armor Pokémon,5120,70,530,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
652,653,Fennekin,Fokkoフォッコ,40,45,40,62,60,60,9.4,0.4,88.1,1059860,45,Fox Pokémon,5120,70,307,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
653,654,Braixen,Tairenarテールナー,59,59,58,90,70,73,14.5,1.0,88.1,1059860,45,Fox Pokémon,5120,70,409,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
654,655,Delphox,Mahoxyマフォクシー,75,69,72,114,100,104,39.0,1.5,88.1,1059860,45,Fox Pokémon,5120,70,534,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
655,656,Froakie,Keromatsuケロマツ,41,56,40,62,44,71,7.0,0.3,88.1,1059860,45,Bubble Frog Pokémon,5120,70,314,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
656,657,Frogadier,Gekogashiraゲコガシラ,54,63,52,83,56,97,10.9,0.6,88.1,1059860,45,Bubble Frog Pokémon,5120,70,405,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
657,658,Greninja,Gekkougaゲッコウガ,72,145,67,153,71,132,40.0,1.5,88.1,1059860,45,Ninja Pokémon,5120,70,640,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
658,659,Bunnelby,Horubeeホルビー,38,36,38,32,36,57,5.0,0.4,50.0,1000000,255,Digging Pokémon,3840,70,237,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
659,660,Diggersby,Horudoホルード,85,56,77,50,77,78,42.4,1.0,50.0,1000000,127,Digging Pokémon,3840,70,423,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
660,661,Fletchling,Yayakomaヤヤコマ,45,50,43,40,38,62,1.7,0.3,50.0,1059860,255,Tiny Robin Pokémon,3840,70,278,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
661,662,Fletchinder,Hinoyakomaヒノヤコマ,62,73,55,56,52,84,16.0,0.7,50.0,1059860,120,Ember Pokémon,3840,70,382,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
662,663,Talonflame,Fiarrowファイアロー,78,81,71,74,69,126,24.5,1.2,50.0,1059860,45,Scorching Pokémon,3840,70,499,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
663,664,Scatterbug,Kofukimushiコフキムシ,38,35,40,27,25,35,2.5,0.3,50.0,1000000,255,Scatterdust Pokémon,3840,70,200,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,665,Spewpa,Kofuuraiコフーライ,45,22,60,27,30,29,8.4,0.3,50.0,1000000,120,Scatterdust Pokémon,3840,70,213,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,666,Vivillon,Viviyonビビヨン,80,52,50,90,50,89,17.0,1.2,50.0,1000000,45,Scale Pokémon,3840,70,411,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
666,667,Litleo,Shishikoシシコ,62,50,58,73,54,72,13.5,0.6,11.2,1059860,220,Lion Cub Pokémon,5120,70,369,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
667,668,Pyroar,Kaenjishiカエンジシ,86,68,72,109,66,106,81.5,1.5,11.2,1059860,65,Royal Pokémon,5120,70,507,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
668,669,Flabébé,Flabebeフラベベ,44,38,39,61,79,42,0.1,0.1,0.0,1000000,225,Single Bloom Pokémon,5120,70,303,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
669,670,Floette,Floetteフラエッテ,74,65,67,125,128,92,0.9,0.2,0.0,1000000,120,Fairy Pokémon,5120,70,551,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
670,671,Florges,Florgesフラージェス,78,65,68,112,154,75,10.0,1.1,0.0,1000000,45,Garden Pokémon,5120,70,552,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
671,672,Skiddo,Meecleメェークル,66,65,48,62,57,52,31.0,0.9,50.0,1000000,200,Mount Pokémon,5120,70,350,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
672,673,Gogoat,Gogoatゴーゴート,123,100,62,97,81,68,91.0,1.7,50.0,1000000,45,Mount Pokémon,5120,70,531,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
673,674,Pancham,Yanchamヤンチャム,67,82,62,46,48,43,8.0,0.6,50.0,1000000,220,Playful Pokémon,6400,70,348,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
674,675,Pangoro,Gorondaゴロンダ,95,124,78,69,71,58,136.0,2.1,50.0,1000000,65,Daunting Pokémon,6400,70,495,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
675,676,Furfrou,Trimmienトリミアン,75,80,60,65,90,102,28.0,1.2,50.0,1000000,160,Poodle Pokémon,5120,70,472,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
